StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
1970/01/01 01:29:56.652906,0.04215,udp,10.0.2.15,57267,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:29:56.703649,0.049498,udp,10.0.2.15,54531,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:29:56.765904,0.037278,udp,10.0.2.15,65508,  <->,192.168.33.254,53,CON,0.0,0.0,2,176,74,0
1970/01/01 01:30:02.028975,0.053753,udp,10.0.2.15,55084,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:30:02.188528,0.033377,udp,10.0.2.15,64860,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:30:02.253927,0.040944,udp,10.0.2.15,57131,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:30:02.304275,0.040186,udp,10.0.2.15,57818,  <->,192.168.33.254,53,CON,0.0,0.0,2,176,74,0
1970/01/01 01:30:02.485300,0.04765,udp,10.0.2.15,58967,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:30:02.588454,0.038316,udp,10.0.2.15,50276,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:30:02.657549,0.040803,udp,10.0.2.15,64457,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:30:02.802990,0.044765,udp,10.0.2.15,58780,  <->,192.168.33.254,53,CON,0.0,0.0,2,176,74,0
1970/01/01 01:30:03.509592,0.030682,udp,10.0.2.15,54239,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:30:03.620368,0.054796,udp,10.0.2.15,63995,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:30:03.686014,0.031223,udp,10.0.2.15,64297,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:30:03.732365,0.048207,udp,10.0.2.15,51862,  <->,192.168.33.254,53,CON,0.0,0.0,2,176,74,0
1970/01/01 01:30:03.946679,0.10147,udp,10.0.2.15,53934,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:30:04.116131,0.051339,udp,10.0.2.15,50800,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:30:04.233273,0.041461,udp,10.0.2.15,50187,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:30:04.558670,0.038405,udp,10.0.2.15,52091,  <->,192.168.33.254,53,CON,0.0,0.0,2,176,74,0
1970/01/01 01:30:10.098838,0.051788,udp,10.0.2.15,60592,  <->,192.168.33.254,53,CON,0.0,0.0,2,228,84,0
1970/01/01 01:30:10.184543,0.040435,udp,10.0.2.15,62896,  <->,192.168.33.254,53,CON,0.0,0.0,2,228,84,0
1970/01/01 01:30:10.242495,0.034053,udp,10.0.2.15,64853,  <->,192.168.33.254,53,CON,0.0,0.0,2,202,93,0
1970/01/01 01:30:10.286637,0.034874,udp,10.0.2.15,55606,  <->,192.168.33.254,53,CON,0.0,0.0,2,214,93,0
1970/01/01 01:30:10.655255,0.047251,udp,10.0.2.15,49516,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,75,0
1970/01/01 01:30:10.726441,0.046574,udp,10.0.2.15,53498,  <->,192.168.33.254,53,CON,0.0,0.0,2,170,77,0
1970/01/01 01:30:10.789494,0.044936,udp,10.0.2.15,57773,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,77,0
1970/01/01 01:30:12.038360,0.109678,udp,10.0.2.15,58881,  <->,192.168.33.254,53,CON,0.0,0.0,2,228,84,0
1970/01/01 01:30:14.949984,2.747308,tcp,10.0.2.15,49442,   ->,216.58.207.70,443,FSPA_FSPA,0.0,0.0,28,6189,1255,0
1970/01/01 01:30:15.014204,0.135423,udp,10.0.2.15,56952,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:30:15.285960,0.162641,udp,10.0.2.15,53557,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:30:15.569523,0.085882,udp,10.0.2.15,57463,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:30:15.780886,0.03886,udp,10.0.2.15,63448,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:30:26.123106,0.040953,udp,10.0.2.15,62013,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,71,0
1970/01/01 01:30:26.191035,0.037333,udp,10.0.2.15,57726,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,71,0
1970/01/01 01:30:26.244577,0.06364,udp,10.0.2.15,53066,  <->,192.168.33.254,53,CON,0.0,0.0,2,178,81,0
1970/01/01 01:30:26.318474,0.048318,udp,10.0.2.15,53859,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,81,0
1970/01/01 01:30:43.906918,0.068288,udp,10.0.2.15,54701,  <->,192.168.33.254,53,CON,0.0,0.0,2,473,84,0
1970/01/01 01:30:44.003846,0.05753,udp,10.0.2.15,49453,  <->,192.168.33.254,53,CON,0.0,0.0,2,473,84,0
1970/01/01 01:30:44.088455,0.066088,udp,10.0.2.15,62639,  <->,192.168.33.254,53,CON,0.0,0.0,2,443,89,0
1970/01/01 01:30:44.163346,0.035104,udp,10.0.2.15,58329,  <->,192.168.33.254,53,CON,0.0,0.0,2,259,89,0
1970/01/01 01:30:58.397770,0.047296,udp,10.0.2.15,57718,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:30:58.463295,0.030131,udp,10.0.2.15,49631,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:30:58.502695,0.045633,udp,10.0.2.15,49782,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:30:58.552886,0.042566,udp,10.0.2.15,53552,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:30:59.294655,390.067291,tcp,10.0.2.15,49443,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,3121,2391781,62741,0
1970/01/01 01:30:59.332634,0.063814,udp,10.0.2.15,53942,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:30:59.462597,0.032903,udp,10.0.2.15,54649,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:30:59.505721,0.050673,udp,10.0.2.15,65014,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:30:59.569420,0.037189,udp,10.0.2.15,65286,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:31:00.281166,0.038503,udp,10.0.2.15,52823,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:31:00.311954,0.030804,udp,10.0.2.15,60056,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,77,0
1970/01/01 01:31:00.345030,0.040357,udp,10.0.2.15,55383,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:31:00.358424,0.034962,udp,10.0.2.15,54994,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,77,0
1970/01/01 01:31:00.402305,0.043433,udp,10.0.2.15,52943,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:31:00.409395,0.046803,udp,10.0.2.15,63141,  <->,192.168.33.254,53,CON,0.0,0.0,2,186,85,0
1970/01/01 01:31:00.450318,0.040618,udp,10.0.2.15,63005,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:31:00.481567,120.224892,tcp,10.0.2.15,49444,   ->,216.58.211.4,80,FSPA_FSPA,0.0,0.0,32,2847,1384,0
1970/01/01 01:31:00.493405,0.067694,udp,10.0.2.15,51553,  <->,192.168.33.254,53,CON,0.0,0.0,2,198,85,0
1970/01/01 01:31:01.086611,0.046742,udp,10.0.2.15,62017,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,71,0
1970/01/01 01:31:01.099164,0.050303,udp,10.0.2.15,60733,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:31:01.099894,0.065277,udp,10.0.2.15,58175,  <->,192.168.33.254,53,CON,0.0,0.0,2,207,73,0
1970/01/01 01:31:01.177889,0.094115,udp,10.0.2.15,49687,  <->,192.168.33.254,53,CON,0.0,0.0,2,207,73,0
1970/01/01 01:31:01.186435,0.103831,udp,10.0.2.15,60582,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,71,0
1970/01/01 01:31:01.188714,2.943631,tcp,10.0.2.15,49445,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,26,6322,1156,0
1970/01/01 01:31:01.222190,0.083685,udp,10.0.2.15,63076,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:31:01.229535,2.90016,tcp,10.0.2.15,49446,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,25,6267,1156,0
1970/01/01 01:31:01.230594,2.90377,tcp,10.0.2.15,49447,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,27,6376,1156,0
1970/01/01 01:31:01.231395,2.921737,tcp,10.0.2.15,49448,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,25,6267,1156,0
1970/01/01 01:31:01.231985,2.928133,tcp,10.0.2.15,49449,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,28,6429,1210,0
1970/01/01 01:31:01.234284,2.928815,tcp,10.0.2.15,49450,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,26,6323,1156,0
1970/01/01 01:31:01.244138,199.893295,tcp,10.0.2.15,49451,   ->,216.58.207.65,443,FSPA_FSPA,0.0,0.0,244,140878,7345,0
1970/01/01 01:31:01.302712,0.109066,udp,10.0.2.15,60002,  <->,192.168.33.254,53,CON,0.0,0.0,2,204,94,0
1970/01/01 01:31:01.403560,0.037125,udp,10.0.2.15,58966,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:31:01.404911,0.03223,udp,10.0.2.15,59403,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:31:01.413230,0.037116,udp,10.0.2.15,52522,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,71,0
1970/01/01 01:31:01.426634,0.046017,udp,10.0.2.15,53538,  <->,192.168.33.254,53,CON,0.0,0.0,2,216,94,0
1970/01/01 01:31:01.454876,0.02972,udp,10.0.2.15,62307,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,78,0
1970/01/01 01:31:01.462600,0.04333,udp,10.0.2.15,57572,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:31:01.523391,0.041191,udp,10.0.2.15,53021,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,71,0
1970/01/01 01:31:01.582849,0.037926,udp,10.0.2.15,49575,  <->,192.168.33.254,53,CON,0.0,0.0,2,178,81,0
1970/01/01 01:31:01.723215,0.042788,udp,10.0.2.15,52486,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,81,0
1970/01/01 01:31:01.798785,4.062628,tcp,10.0.2.15,49452,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,26,6322,1156,0
1970/01/01 01:31:01.801323,4.06187,tcp,10.0.2.15,49453,   ->,216.58.207.78,443,FSPA_FSPA,0.0,0.0,26,6322,1156,0
1970/01/01 01:31:01.928998,0.044839,udp,10.0.2.15,50405,  <->,192.168.33.254,53,CON,0.0,0.0,2,222,90,0
1970/01/01 01:31:01.960403,0.056698,udp,10.0.2.15,59308,  <->,192.168.33.254,53,CON,0.0,0.0,2,210,84,0
1970/01/01 01:31:02.012966,0.054261,udp,10.0.2.15,51638,  <->,192.168.33.254,53,CON,0.0,0.0,2,207,73,0
1970/01/01 01:31:02.014809,0.063733,udp,10.0.2.15,51137,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,71,0
1970/01/01 01:31:02.031792,0.060745,udp,10.0.2.15,50357,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:31:02.045748,0.050289,udp,10.0.2.15,52415,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,87,0
1970/01/01 01:31:02.057452,0.04556,udp,10.0.2.15,58345,  <->,192.168.33.254,53,CON,0.0,0.0,2,210,84,0
1970/01/01 01:31:02.111028,0.043047,udp,10.0.2.15,53138,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,71,0
1970/01/01 01:31:02.122807,0.029215,udp,10.0.2.15,62070,  <->,192.168.33.254,53,CON,0.0,0.0,2,234,87,0
1970/01/01 01:31:02.189658,0.030309,udp,10.0.2.15,61209,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:31:02.201371,0.033544,udp,10.0.2.15,55321,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,87,0
1970/01/01 01:31:02.247873,0.038493,udp,10.0.2.15,51125,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,78,0
1970/01/01 01:31:02.265671,0.045918,udp,10.0.2.15,60552,  <->,192.168.33.254,53,CON,0.0,0.0,2,234,87,0
1970/01/01 01:31:02.268744,0.044806,udp,10.0.2.15,55673,  <->,192.168.33.254,53,CON,0.0,0.0,2,207,73,0
1970/01/01 01:31:02.314987,0.033282,udp,10.0.2.15,49221,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:31:02.341031,0.039064,udp,10.0.2.15,54143,  <->,192.168.33.254,53,CON,0.0,0.0,2,204,94,0
1970/01/01 01:31:02.357449,0.039496,udp,10.0.2.15,65200,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:31:02.392790,0.034379,udp,10.0.2.15,62491,  <->,192.168.33.254,53,CON,0.0,0.0,2,216,94,0
1970/01/01 01:31:02.405093,0.034038,udp,10.0.2.15,49412,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:31:02.876489,0.05145,udp,10.0.2.15,60655,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,77,0
1970/01/01 01:31:02.955150,0.050146,udp,10.0.2.15,53932,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,77,0
1970/01/01 01:31:03.022789,0.073097,udp,10.0.2.15,62980,  <->,192.168.33.254,53,CON,0.0,0.0,2,186,85,0
1970/01/01 01:31:03.100187,0.072592,udp,10.0.2.15,51458,  <->,192.168.33.254,53,CON,0.0,0.0,2,198,85,0
1970/01/01 01:31:03.219271,0.078477,udp,10.0.2.15,61844,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,77,0
1970/01/01 01:31:03.328589,0.078724,udp,10.0.2.15,61119,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,77,0
1970/01/01 01:31:03.417279,0.053585,udp,10.0.2.15,55181,  <->,192.168.33.254,53,CON,0.0,0.0,2,186,85,0
1970/01/01 01:31:03.485849,0.069676,udp,10.0.2.15,58323,  <->,192.168.33.254,53,CON,0.0,0.0,2,198,85,0
1970/01/01 01:31:03.588018,0.056898,udp,10.0.2.15,61581,  <->,192.168.33.254,53,CON,0.0,0.0,2,210,84,0
1970/01/01 01:31:03.683785,0.037185,udp,10.0.2.15,56911,  <->,192.168.33.254,53,CON,0.0,0.0,2,210,84,0
1970/01/01 01:31:03.744193,0.053368,udp,10.0.2.15,61850,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,87,0
1970/01/01 01:31:03.821461,0.041741,udp,10.0.2.15,59558,  <->,192.168.33.254,53,CON,0.0,0.0,2,234,87,0
1970/01/01 01:31:04.156376,3.079918,tcp,10.0.2.15,49454,   ->,216.58.207.66,443,FSPA_FSPA,0.0,0.0,42,14790,2109,0
1970/01/01 01:31:04.159097,195.877884,tcp,10.0.2.15,49455,   ->,216.58.207.66,443,FSPA_FSPA,0.0,0.0,61,14973,4506,0
1970/01/01 01:31:05.363404,2.026974,tcp,10.0.2.15,49456,   ->,216.58.207.66,443,FSPA_FSPA,0.0,0.0,29,6205,1252,0
1970/01/01 01:31:05.368102,121.33844,tcp,10.0.2.15,49457,   ->,216.58.211.3,80,FSPA_FSPA,0.0,0.0,34,3420,1488,0
1970/01/01 01:31:05.372118,0.919472,tcp,10.0.2.15,49458,   ->,216.58.207.66,443,FSA_FSA,0.0,0.0,7,394,228,0
1970/01/01 01:31:05.373447,6.881551,tcp,10.0.2.15,49459,   ->,216.58.211.3,80,FSA_FSA,0.0,0.0,7,394,228,0
1970/01/01 01:31:06.439912,0.030862,udp,10.0.2.15,50886,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,77,0
1970/01/01 01:31:06.493165,0.042177,udp,10.0.2.15,53992,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,77,0
1970/01/01 01:31:06.592025,0.03223,udp,10.0.2.15,50721,  <->,192.168.33.254,53,CON,0.0,0.0,2,186,85,0
1970/01/01 01:31:06.639977,0.046089,udp,10.0.2.15,53644,  <->,192.168.33.254,53,CON,0.0,0.0,2,198,85,0
1970/01/01 01:31:07.646388,0.03503,udp,10.0.2.15,58670,  <->,192.168.33.254,53,CON,0.0,0.0,2,229,82,0
1970/01/01 01:31:07.647471,0.032367,udp,10.0.2.15,61635,  <->,192.168.33.254,53,CON,0.0,0.0,2,197,73,0
1970/01/01 01:31:07.660134,0.326218,tcp,10.0.2.15,49460,   ->,216.58.207.66,443,FSPA_FSPA,0.0,0.0,26,6036,1121,0
1970/01/01 01:31:07.684455,0.042231,udp,10.0.2.15,65161,  <->,192.168.33.254,53,CON,0.0,0.0,2,222,90,0
1970/01/01 01:31:07.697535,0.047959,udp,10.0.2.15,56435,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:31:07.744312,0.043588,udp,10.0.2.15,50057,  <->,192.168.33.254,53,CON,0.0,0.0,2,215,87,0
1970/01/01 01:31:07.748055,0.030348,udp,10.0.2.15,58087,  <->,192.168.33.254,53,CON,0.0,0.0,2,222,90,0
1970/01/01 01:31:07.822643,0.043691,udp,10.0.2.15,57366,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,87,0
1970/01/01 01:31:07.831936,192.192444,tcp,10.0.2.15,49461,   ->,216.58.207.34,443,FSPA_FSPA,0.0,0.0,47,9086,2631,0
1970/01/01 01:31:07.835682,0.042678,udp,10.0.2.15,53812,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,84,0
1970/01/01 01:31:07.838053,0.046549,udp,10.0.2.15,57446,  <->,192.168.33.254,53,CON,0.0,0.0,2,206,95,0
1970/01/01 01:31:07.885978,0.030649,udp,10.0.2.15,56632,  <->,192.168.33.254,53,CON,0.0,0.0,2,234,87,0
1970/01/01 01:31:07.911103,0.050059,udp,10.0.2.15,62731,  <->,192.168.33.254,53,CON,0.0,0.0,2,196,84,0
1970/01/01 01:31:07.914049,0.049102,udp,10.0.2.15,58473,  <->,192.168.33.254,53,CON,0.0,0.0,2,218,95,0
1970/01/01 01:31:07.957350,0.034179,udp,10.0.2.15,54144,  <->,192.168.33.254,53,CON,0.0,0.0,2,215,87,0
1970/01/01 01:31:07.964863,0.041329,udp,10.0.2.15,65267,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:31:08.069570,0.031286,udp,10.0.2.15,50899,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:31:08.087018,0.03685,udp,10.0.2.15,60749,  <->,192.168.33.254,53,CON,0.0,0.0,2,215,87,0
1970/01/01 01:31:08.133267,0.039809,udp,10.0.2.15,56982,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:31:08.140935,0.041972,udp,10.0.2.15,52224,  <->,192.168.33.254,53,CON,0.0,0.0,2,188,86,0
1970/01/01 01:31:08.151194,0.093683,tcp,10.0.2.15,49462,   ->,216.58.207.34,443,FSA_FSA,0.0,0.0,7,394,228,0
1970/01/01 01:31:08.210224,0.037111,udp,10.0.2.15,61004,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,86,0
1970/01/01 01:31:08.522672,0.043916,udp,10.0.2.15,61982,  <->,192.168.33.254,53,CON,0.0,0.0,2,229,85,0
1970/01/01 01:31:08.529849,0.035533,udp,10.0.2.15,60098,  <->,192.168.33.254,53,CON,0.0,0.0,2,222,90,0
1970/01/01 01:31:08.592531,0.043867,udp,10.0.2.15,55345,  <->,192.168.33.254,53,CON,0.0,0.0,2,222,90,0
1970/01/01 01:31:08.598863,0.044076,udp,10.0.2.15,53839,  <->,192.168.33.254,53,CON,0.0,0.0,2,229,85,0
1970/01/01 01:31:08.648355,0.036836,udp,10.0.2.15,51953,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,87,0
1970/01/01 01:31:08.668942,0.04624,udp,10.0.2.15,58480,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,92,0
1970/01/01 01:31:08.696349,0.028232,udp,10.0.2.15,55060,  <->,192.168.33.254,53,CON,0.0,0.0,2,234,87,0
1970/01/01 01:31:08.722545,0.236374,tcp,10.0.2.15,49463,   ->,216.58.207.65,443,FSPA_FSPA,0.0,0.0,25,5773,1116,0
1970/01/01 01:31:08.729986,0.035039,udp,10.0.2.15,63177,  <->,192.168.33.254,53,CON,0.0,0.0,2,212,92,0
1970/01/01 01:31:09.089643,0.047251,udp,10.0.2.15,51643,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:31:09.268657,0.044518,udp,10.0.2.15,65358,  <->,192.168.33.254,53,CON,0.0,0.0,2,207,73,0
1970/01/01 01:31:09.289093,0.053771,udp,10.0.2.15,49376,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:31:09.291977,0.052981,udp,10.0.2.15,64068,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,71,0
1970/01/01 01:31:09.404625,0.055138,udp,10.0.2.15,59331,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:31:09.409488,0.042115,udp,10.0.2.15,56484,  <->,192.168.33.254,53,CON,0.0,0.0,2,207,73,0
1970/01/01 01:31:09.426863,191.467453,tcp,10.0.2.15,49464,   ->,216.58.211.4,443,FSPA_FSPA,0.0,0.0,49,9212,2745,0
1970/01/01 01:31:09.444205,0.057146,udp,10.0.2.15,62270,  <->,192.168.33.254,53,CON,0.0,0.0,2,162,73,0
1970/01/01 01:31:09.455314,0.038962,udp,10.0.2.15,64678,  <->,192.168.33.254,53,CON,0.0,0.0,2,187,71,0
1970/01/01 01:31:09.493523,0.057404,udp,10.0.2.15,49446,  <->,192.168.33.254,53,CON,0.0,0.0,2,204,94,0
1970/01/01 01:31:09.506148,0.056663,udp,10.0.2.15,60471,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
1970/01/01 01:31:09.529733,0.053824,udp,10.0.2.15,58752,  <->,192.168.33.254,53,CON,0.0,0.0,2,162,73,0
1970/01/01 01:31:09.588042,0.045862,udp,10.0.2.15,59559,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:31:09.600007,0.049644,udp,10.0.2.15,55140,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:31:09.609498,746.022278,tcp,10.0.2.15,49465,   ->,216.58.211.3,443,FSPA_FSPA,0.0,0.0,9457,7013593,258818,0
1970/01/01 01:31:09.643710,0.053954,udp,10.0.2.15,55309,  <->,192.168.33.254,53,CON,0.0,0.0,2,162,73,0
1970/01/01 01:31:09.644375,0.054269,udp,10.0.2.15,52544,  <->,192.168.33.254,53,CON,0.0,0.0,2,216,94,0
1970/01/01 01:31:09.662154,0.036922,udp,10.0.2.15,59420,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,78,0
1970/01/01 01:31:09.803957,0.028237,udp,10.0.2.15,53325,  <->,192.168.33.254,53,CON,0.0,0.0,2,162,73,0
1970/01/01 01:31:09.822499,0.031633,udp,10.0.2.15,49631,  <->,192.168.33.254,53,CON,0.0,0.0,2,162,73,0
1970/01/01 01:31:09.824730,0.040345,udp,10.0.2.15,57798,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:31:09.867800,0.038304,udp,10.0.2.15,61177,  <->,192.168.33.254,53,CON,0.0,0.0,2,162,73,0
1970/01/01 01:31:09.885656,0.047946,udp,10.0.2.15,61932,  <->,192.168.33.254,53,CON,0.0,0.0,2,164,74,0
1970/01/01 01:31:09.919716,0.051863,udp,10.0.2.15,58822,  <->,192.168.33.254,53,CON,0.0,0.0,2,174,73,0
1970/01/01 01:31:09.945725,0.040153,udp,10.0.2.15,56155,  <->,192.168.33.254,53,CON,0.0,0.0,2,176,74,0
1970/01/01 01:31:10.592964,0.05082,udp,10.0.2.15,64907,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:31:10.662582,0.041718,udp,10.0.2.15,56163,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:31:10.726863,0.047595,udp,10.0.2.15,54450,  <->,192.168.33.254,53,CON,0.0,0.0,2,172,78,0
1970/01/01 01:31:10.778826,459.817566,tcp,10.0.2.15,49466,   ->,216.58.211.3,443,FSPA_FSPA,0.0,0.0,1433,1236090,23156,0
1970/01/01 01:31:10.789334,0.038516,udp,10.0.2.15,55521,  <->,192.168.33.254,53,CON,0.0,0.0,2,184,78,0
1970/01/01 01:31:10.794812,0.039882,udp,10.0.2.15,54152,  <->,192.168.33.254,53,CON,0.0,0.0,2,162,73,0
1970/01/01 01:31:10.907656,0.047684,udp,10.0.2.15,63139,  <->,192.168.33.254,53,CON,0.0,0.0,2,162,73,0
1970/01/01 01:31:10.973592,0.035743,udp,10.0.2.15,52875,  <->,192.168.33.254,53,CON,0.0,0.0,2,162,73,0
1970/01/01 01:31:11.041000,0.034836,udp,10.0.2.15,54966,  <->,192.168.33.254,53,CON,0.0,0.0,2,174,73,0
1970/01/01 01:31:11.178075,0.049148,udp,10.0.2.15,63689,  <->,192.168.33.254,53,CON,0.0,0.0,2,166,75,0
1970/01/01 01:31:11.245698,0.090251,udp,10.0.2.15,57307,  <->,192.168.33.254,53,CON,0.0,0.0,2,166,75,0
1970/01/01 01:31:11.345258,0.090919,udp,10.0.2.15,54394,  <->,192.168.33.254,53,CON,0.0,0.0,2,166,75,0
1970/01/01 01:31:11.441959,0.054756,udp,10.0.2.15,56964,  <->,192.168.33.254,53,CON,0.0,0.0,2,178,75,0
1970/01/01 01:31:12.471712,0.051823,udp,10.0.2.15,50532,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,71,0
1970/01/01 01:31:12.564909,0.058438,udp,10.0.2.15,61131,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,71,0
1970/01/01 01:31:12.639501,0.031916,udp,10.0.2.15,53377,  <->,192.168.33.254,53,CON,0.0,0.0,2,178,81,0
1970/01/01 01:31:12.685317,0.040079,udp,10.0.2.15,58590,  <->,192.168.33.254,53,CON,0.0,0.0,2,190,81,0
1970/01/01 01:31:14.361839,0.037328,udp,10.0.2.15,62430,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:31:14.412619,0.052372,udp,10.0.2.15,59002,  <->,192.168.33.254,53,CON,0.0,0.0,2,200,75,0
1970/01/01 01:31:14.470204,0.051863,udp,10.0.2.15,60934,  <->,192.168.33.254,53,CON,0.0,0.0,2,182,83,0
1970/01/01 01:31:14.715423,0.067297,udp,10.0.2.15,53075,  <->,192.168.33.254,53,CON,0.0,0.0,2,194,83,0
